query	hmm_score	hmm_evalue	hmm_profile	mmseq_pident	mmseq_evalue	mmseq_bits	mmseq_target	category
ICPPOCKJ_66639				37.5	1.83	22.0	DRAMP04460|len97	mmseq_only
ICPPOCKJ_66705				34.4	1.776	22.0	DRAMP36129|len35	mmseq_only
ICPPOCKJ_66777				53.3	1.156	20.0	DRAMP35675|len37	mmseq_only
ICPPOCKJ_66787	11.4	0.0035	clu_104_n11					hmm_only
ICPPOCKJ_66840				34.3	3.148	21.0	DRAMP03431|len51	mmseq_only
ICPPOCKJ_66850				36.0	0.237	24.0	DRAMP03450|len73	mmseq_only
ICPPOCKJ_66861				43.3	0.07959	26.0	DRAMP29177|len30	mmseq_only
ICPPOCKJ_66978				37.0	1.1	22.0	DRAMP00708|len56	mmseq_only
ICPPOCKJ_67016				34.7	8.183	19.0	DRAMP35675|len37	mmseq_only
ICPPOCKJ_67202				47.3	2.179	21.0	DRAMP01421|len21	mmseq_only
ICPPOCKJ_67211				35.0	2.482	21.0	DRAMP30588|len33	mmseq_only
ICPPOCKJ_67309				37.0	8.422	19.0	DRAMP00489|len48	mmseq_only
ICPPOCKJ_67372				40.7	6.78	20.0	DRAMP01987|len33	mmseq_only
ICPPOCKJ_67423				35.8	5.836	19.0	DRAMP00555|len81	mmseq_only
ICPPOCKJ_67468				47.0	7.159	19.0	DRAMP00543|len53	mmseq_only
ICPPOCKJ_67506				45.0	2.02	21.0	DRAMP00488|len55	mmseq_only
ICPPOCKJ_67570				42.8	2.778	21.0	DRAMP04580|len40	mmseq_only
ICPPOCKJ_67577				40.0	3.167	20.0	DRAMP00626|len52	mmseq_only
ICPPOCKJ_67592				44.4	4.388	20.0	DRAMP04586|len60	mmseq_only
ICPPOCKJ_67700				40.0	5.925	20.0	DRAMP00068|len51	mmseq_only
ICPPOCKJ_67709				37.5	1.255	22.0	DRAMP03290|len64	mmseq_only
ICPPOCKJ_67715				44.4	7.097	19.0	DRAMP02754|len30	mmseq_only
ICPPOCKJ_67727				36.8	0.9369	22.0	DRAMP03219|len37	mmseq_only
ICPPOCKJ_67733				46.1	0.1453	25.0	DRAMP00514|len52	mmseq_only
ICPPOCKJ_67750				43.7	1.443	21.0	DRAMP00292|len46	mmseq_only
ICPPOCKJ_67752				37.5	6.579	19.0	DRAMP02839|len38	mmseq_only
ICPPOCKJ_67759				42.8	9.917	19.0	DRAMP31233|len30	mmseq_only
ICPPOCKJ_67770				32.6	0.6969	23.0	DRAMP02545|len94	mmseq_only
ICPPOCKJ_67818				30.9	1.216	22.0	DRAMP03698|len66	mmseq_only
ICPPOCKJ_67845				30.9	3.34	21.0	DRAMP29189|len75	mmseq_only
ICPPOCKJ_67918				55.0	0.03503	26.0	DRAMP29993|len22	mmseq_only
ICPPOCKJ_68006				33.3	6.097	20.0	DRAMP02887|len69	mmseq_only
ICPPOCKJ_68054				36.0	0.554	23.0	DRAMP00582|len56	mmseq_only
ICPPOCKJ_68073				34.2	2.655	21.0	DRAMP04453|len84	mmseq_only
ICPPOCKJ_68074				30.4	7.522	19.0	DRAMP01667|len30	mmseq_only
ICPPOCKJ_68075				37.0	8.183	19.0	DRAMP00579|len60	mmseq_only
ICPPOCKJ_68106				33.3	2.26	21.0	DRAMP03495|len45	mmseq_only
ICPPOCKJ_68156				41.1	0.2654	23.0	DRAMP03579|len21	mmseq_only
ICPPOCKJ_68158	13.9	0.00051	clu_053_n16					hmm_only
ICPPOCKJ_68171				41.1	1.515	21.0	DRAMP03629|len47	mmseq_only
ICPPOCKJ_68176				33.3	0.8572	23.0	DRAMP01452|len47	mmseq_only
ICPPOCKJ_68181				31.1	2.581	21.0	DRAMP00613|len66	mmseq_only
ICPPOCKJ_68210				50.0	1.721	21.0	DRAMP02412|len40	mmseq_only
ICPPOCKJ_68318				33.3	1.651	21.0	DRAMP00599|len58	mmseq_only
ICPPOCKJ_68418				40.0	0.6871	23.0	DRAMP02451|len49	mmseq_only
ICPPOCKJ_68438				39.3	1.003	23.0	DRAMP00068|len51	mmseq_only
ICPPOCKJ_68472	12.4	0.0015	clu_205_n6	57.1	0.7101	21.0	DRAMP31626|len27	both
ICPPOCKJ_68502				42.1	6.079	19.0	DRAMP00629|len58	mmseq_only
ICPPOCKJ_68518				32.3	1.619	22.0	DRAMP00433|len47	mmseq_only
ICPPOCKJ_68543				40.9	4.193	21.0	DRAMP04574|len35	mmseq_only
ICPPOCKJ_68616				41.6	3.119	21.0	DRAMP18327|len76	mmseq_only
ICPPOCKJ_68695	14.5	0.00058	clu_140_n8					hmm_only
ICPPOCKJ_68728				41.1	5.598	19.0	DRAMP01365|len23	mmseq_only
ICPPOCKJ_68758	7.2	0.082	clu_070_n14					hmm_only
ICPPOCKJ_68825				40.6	0.07959	24.0	DRAMP00663|len65	mmseq_only
ICPPOCKJ_68829				32.6	0.6969	23.0	DRAMP02545|len94	mmseq_only
ICPPOCKJ_68846				36.3	1.582	21.0	DRAMP18285|len41	mmseq_only
ICPPOCKJ_68920				46.4	3.834	21.0	DRAMP01757|len65	mmseq_only
ICPPOCKJ_68934				47.3	0.1147	25.0	DRAMP02413|len37	mmseq_only
ICPPOCKJ_68988				50.0	7.444	19.0	DRAMP01695|len23	mmseq_only
ICPPOCKJ_69049				37.5	4.611	20.0	DRAMP31686|len26	mmseq_only
ICPPOCKJ_69100				44.8	0.6218	22.0	DRAMP03318|len77	mmseq_only
ICPPOCKJ_69124	14.0	0.00059	clu_137_n8	50.0	0.006331	28.0	DRAMP00086|len43	both
ICPPOCKJ_69173				32.1	2.482	21.0	DRAMP04671|len30	mmseq_only
ICPPOCKJ_69219				31.9	1.094	23.0	DRAMP02560|len97	mmseq_only
ICPPOCKJ_69233				33.3	7.219	20.0	DRAMP00481|len58	mmseq_only
ICPPOCKJ_69260				40.0	5.925	20.0	DRAMP00671|len60	mmseq_only
ICPPOCKJ_69337				43.3	0.1244	25.0	DRAMP02567|len96	mmseq_only
ICPPOCKJ_69343				38.8	3.852	19.0	DRAMP04655|len29	mmseq_only
ICPPOCKJ_69380				40.0	8.09	19.0	DRAMP00484|len58	mmseq_only
ICPPOCKJ_69467				31.2	7.363	19.0	DRAMP02216|len71	mmseq_only
ICPPOCKJ_69520				42.8	6.806	19.0	DRAMP01709|len28	mmseq_only
ICPPOCKJ_69570				45.4	0.3688	22.0	DRAMP00126|len33	mmseq_only
ICPPOCKJ_69584				58.3	4.907	19.0	DRAMP03515|len38	mmseq_only
ICPPOCKJ_69585				41.9	0.1652	25.0	DRAMP03318|len77	mmseq_only
ICPPOCKJ_69592				53.8	3.317	19.0	DRAMP32754|len30	mmseq_only
ICPPOCKJ_69596				32.5	1.498	22.0	DRAMP00090|len48	mmseq_only
ICPPOCKJ_69601				45.0	3.866	20.0	DRAMP03524|len42	mmseq_only
ICPPOCKJ_69640				44.4	7.132	19.0	DRAMP30765|len35	mmseq_only
ICPPOCKJ_69650				39.1	3.714	20.0	DRAMP03426|len41	mmseq_only
ICPPOCKJ_69661				39.2	3.834	21.0	DRAMP00663|len65	mmseq_only
ICPPOCKJ_69687				37.5	0.1953	23.0	DRAMP00709|len59	mmseq_only
ICPPOCKJ_69689				40.0	3.881	19.0	DRAMP03117|len43	mmseq_only
ICPPOCKJ_69711				42.5	0.237	24.0	DRAMP04693|len43	mmseq_only
ICPPOCKJ_69713				30.3	4.32	21.0	DRAMP04481|len76	mmseq_only
ICPPOCKJ_69762				37.5	4.388	20.0	DRAMP03260|len67	mmseq_only
ICPPOCKJ_69763				40.0	0.5105	23.0	DRAMP04524|len69	mmseq_only
ICPPOCKJ_69822				41.6	0.408	22.0	DRAMP37323|len25	mmseq_only
ICPPOCKJ_69848				50.0	1.518	22.0	DRAMP04412|len40	mmseq_only
ICPPOCKJ_69896				35.2	2.508	21.0	DRAMP00733|len68	mmseq_only
ICPPOCKJ_69897				38.8	1.609	20.0	DRAMP02599|len23	mmseq_only
ICPPOCKJ_69940				41.6	3.58	21.0	DRAMP03165|len43	mmseq_only
ICPPOCKJ_70074				33.3	4.696	19.0	DRAMP03849|len44	mmseq_only
ICPPOCKJ_70167				38.4	3.226	20.0	DRAMP01446|len58	mmseq_only
ICPPOCKJ_70202				51.7	0.006635	28.0	DRAMP00636|len69	mmseq_only
ICPPOCKJ_70322				41.3	0.004561	29.0	DRAMP21259|len48	mmseq_only
ICPPOCKJ_70474	12.0	0.0026	clu_093_n12	40.0	0.554	23.0	DRAMP03081|len39	both
ICPPOCKJ_70508				50.0	2.009	21.0	DRAMP02961|len37	mmseq_only
ICPPOCKJ_70528				36.3	1.038	21.0	DRAMP02617|len44	mmseq_only
ICPPOCKJ_70534				35.1	3.167	20.0	DRAMP04464|len80	mmseq_only
ICPPOCKJ_70607	4.8	0.54	clu_156_n7					hmm_only
ICPPOCKJ_70656				31.8	3.538	20.0	DRAMP04480|len88	mmseq_only
ICPPOCKJ_70669				41.6	0.6218	22.0	DRAMP04470|len55	mmseq_only
ICPPOCKJ_70671	14.1	0.00066	clu_041_n21					hmm_only
ICPPOCKJ_70681				30.5	0.7656	22.0	DRAMP00621|len93	mmseq_only
ICPPOCKJ_70726				54.5	0.2559	23.0	DRAMP00080|len41	mmseq_only
ICPPOCKJ_70800				37.5	0.709	23.0	DRAMP02783|len43	mmseq_only
ICPPOCKJ_70805				32.2	5.089	20.0	DRAMP00635|len62	mmseq_only
ICPPOCKJ_70809				32.4	2.087	21.0	DRAMP03133|len35	mmseq_only
ICPPOCKJ_70818				40.9	0.6232	23.0	DRAMP31335|len23	mmseq_only
ICPPOCKJ_70951				37.5	5.934	20.0	DRAMP02523|len94	mmseq_only
ICPPOCKJ_71266				58.3	2.38	19.0	DRAMP01792|len14	mmseq_only
ICPPOCKJ_71331				42.3	6.079	19.0	DRAMP03169|len64	mmseq_only
ICPPOCKJ_71341				35.0	2.791	21.0	DRAMP36101|len39	mmseq_only
ICPPOCKJ_71342				44.8	0.411	23.0	DRAMP00252|len51	mmseq_only
ICPPOCKJ_71363				39.2	3.34	21.0	DRAMP00282|len55	mmseq_only
ICPPOCKJ_71442	12.7	0.0016	clu_230_n6					hmm_only
ICPPOCKJ_71446				42.8	1.721	21.0	DRAMP03534|len37	mmseq_only
ICPPOCKJ_71451				40.9	2.513	21.0	DRAMP00619|len64	mmseq_only
ICPPOCKJ_71473				33.3	2.508	21.0	DRAMP03699|len66	mmseq_only
ICPPOCKJ_71506				46.6	4.913	19.0	DRAMP03701|len30	mmseq_only
ICPPOCKJ_71534				33.3	2.583	21.0	DRAMP04590|len75	mmseq_only
ICPPOCKJ_71565				57.1	4.884	19.0	DRAMP03406|len38	mmseq_only
ICPPOCKJ_71616				37.8	0.6719	23.0	DRAMP02895|len95	mmseq_only
ICPPOCKJ_71705	12.2	0.0023	clu_273_n5					hmm_only
ICPPOCKJ_71718				30.0	9.917	19.0	DRAMP00539|len74	mmseq_only
ICPPOCKJ_71836				40.0	1.921	21.0	DRAMP02754|len30	mmseq_only
ICPPOCKJ_71843				39.2	4.455	20.0	DRAMP04676|len75	mmseq_only
ICPPOCKJ_71850				38.2	0.06399	26.0	DRAMP32695|len89	mmseq_only
ICPPOCKJ_71869				47.0	0.8984	22.0	DRAMP01200|len24	mmseq_only
ICPPOCKJ_71948				46.6	8.278	19.0	DRAMP30764|len35	mmseq_only
ICPPOCKJ_71956				33.3	4.696	19.0	DRAMP00280|len86	mmseq_only
ICPPOCKJ_72037				43.3	0.09246	24.0	DRAMP36118|len48	mmseq_only
ICPPOCKJ_72044				34.0	1.385	21.0	DRAMP02994|len51	mmseq_only
ICPPOCKJ_72049				54.1	0.3245	23.0	DRAMP00129|len32	mmseq_only
ICPPOCKJ_72174				36.3	5.528	20.0	DRAMP00675|len64	mmseq_only
ICPPOCKJ_72202				41.1	4.32	21.0	DRAMP03149|len96	mmseq_only
ICPPOCKJ_72216				33.3	9.484	19.0	DRAMP04411|len38	mmseq_only
ICPPOCKJ_72220				30.3	5.836	19.0	DRAMP03403|len81	mmseq_only
ICPPOCKJ_72238				42.1	3.691	19.0	DRAMP20803|len22	mmseq_only
ICPPOCKJ_72295				40.0	5.24	21.0	DRAMP02650|len53	mmseq_only
ICPPOCKJ_72338				36.7	2.155	21.0	DRAMP02937|len73	mmseq_only
ICPPOCKJ_72358				37.5	0.1652	25.0	DRAMP00292|len46	mmseq_only
ICPPOCKJ_72361				31.2	1.723	22.0	DRAMP00655|len75	mmseq_only
ICPPOCKJ_72397				32.1	5.105	21.0	DRAMP02913|len34	mmseq_only
ICPPOCKJ_72411				35.5	0.5056	23.0	DRAMP01070|len90	mmseq_only
ICPPOCKJ_72507				40.0	1.094	23.0	DRAMP02451|len49	mmseq_only
ICPPOCKJ_72571				55.0	3.714	20.0	DRAMP02709|len37	mmseq_only
ICPPOCKJ_72615				30.0	1.033	23.0	DRAMP02536|len93	mmseq_only
ICPPOCKJ_72639				34.3	4.577	21.0	DRAMP02724|len37	mmseq_only
ICPPOCKJ_72750				40.9	0.5951	22.0	DRAMP02349|len26	mmseq_only
ICPPOCKJ_72777				32.0	8.748	19.0	DRAMP03390|len40	mmseq_only
ICPPOCKJ_72805				61.5	0.124	23.0	DRAMP36028|len22	mmseq_only
ICPPOCKJ_72926				38.0	0.09763	25.0	DRAMP03433|len45	mmseq_only
ICPPOCKJ_73052				34.2	6.806	19.0	DRAMP02536|len93	mmseq_only
ICPPOCKJ_73087				43.4	3.573	20.0	DRAMP03638|len74	mmseq_only
ICPPOCKJ_73117				42.8	4.754	20.0	DRAMP00428|len46	mmseq_only
ICPPOCKJ_73122				36.8	0.1542	23.0	DRAMP00074|len44	mmseq_only
ICPPOCKJ_73147				37.0	3.148	21.0	DRAMP00650|len71	mmseq_only
ICPPOCKJ_73167				36.0	6.445	20.0	DRAMP04431|len54	mmseq_only
ICPPOCKJ_73219				44.0	5.24	21.0	DRAMP03163|len43	mmseq_only
ICPPOCKJ_73223				35.7	1.884	22.0	DRAMP36112|len40	mmseq_only
ICPPOCKJ_73241	11.7	0.0028	clu_084_n13					hmm_only
ICPPOCKJ_73248				45.4	5.585	20.0	DRAMP00513|len48	mmseq_only
ICPPOCKJ_73327				37.9	8.09	19.0	DRAMP01453|len37	mmseq_only
ICPPOCKJ_73355				41.1	9.073	19.0	DRAMP02964|len34	mmseq_only
ICPPOCKJ_73361				45.8	2.343	21.0	DRAMP29191|len64	mmseq_only
ICPPOCKJ_73432				41.9	6.327	19.0	DRAMP02839|len38	mmseq_only
ICPPOCKJ_73531				39.1	5.729	20.0	DRAMP00683|len73	mmseq_only
ICPPOCKJ_73584				43.4	8.819	20.0	DRAMP20805|len25	mmseq_only
ICPPOCKJ_73724				56.2	1.449	21.0	DRAMP00313|len46	mmseq_only
ICPPOCKJ_73731				39.1	0.9369	22.0	DRAMP18329|len32	mmseq_only
ICPPOCKJ_73796				33.3	3.866	20.0	DRAMP00558|len55	mmseq_only
ICPPOCKJ_73834				37.5	5.136	19.0	DRAMP00144|len50	mmseq_only
ICPPOCKJ_73836				42.1	5.836	19.0	DRAMP02637|len39	mmseq_only
ICPPOCKJ_73838				38.2	0.3805	23.0	DRAMP02433|len90	mmseq_only
ICPPOCKJ_73854				70.2	2.706e-07	41.0	DRAMP03787|len55	mmseq_only
ICPPOCKJ_73871				42.3	0.6772	22.0	DRAMP02755|len30	mmseq_only
ICPPOCKJ_73915				46.6	0.04862	26.0	DRAMP03796|len88	mmseq_only
ICPPOCKJ_73976	7.8	0.062	clu_157_n7	50.0	0.7354	22.0	DRAMP02253|len28	both
ICPPOCKJ_74016	12.0	0.0025	clu_217_n6					hmm_only
ICPPOCKJ_74021				41.1	1.142	21.0	DRAMP00617|len55	mmseq_only
ICPPOCKJ_74064				56.2	5.136	19.0	DRAMP35260|len19	mmseq_only
ICPPOCKJ_74295				40.0	0.2345	23.0	DRAMP31479|len45	mmseq_only
ICPPOCKJ_74355				52.0	1.1	22.0	DRAMP00647|len74	mmseq_only
ICPPOCKJ_74491				45.1	1.568	22.0	DRAMP03458|len86	mmseq_only
ICPPOCKJ_74514				46.6	3.329	19.0	DRAMP03815|len23	mmseq_only
ICPPOCKJ_74628				39.1	3.329	19.0	DRAMP02919|len41	mmseq_only
ICPPOCKJ_74643				40.0	4.884	19.0	DRAMP01466|len36	mmseq_only
ICPPOCKJ_74888				34.4	1.794	21.0	DRAMP00688|len68	mmseq_only
ICPPOCKJ_74923				37.5	1.888	21.0	DRAMP02310|len33	mmseq_only
ICPPOCKJ_74960				38.0	0.4174	23.0	DRAMP03692|len32	mmseq_only
ICPPOCKJ_74992				33.3	3.821	21.0	DRAMP02537|len90	mmseq_only
ICPPOCKJ_75006				32.6	2.343	21.0	DRAMP00222|len84	mmseq_only
ICPPOCKJ_75023				38.0	4.928	20.0	DRAMP03409|len31	mmseq_only
ICPPOCKJ_75045				40.0	2.805	21.0	DRAMP00486|len51	mmseq_only
ICPPOCKJ_75096				38.0	1.468	22.0	DRAMP00072|len30	mmseq_only
ICPPOCKJ_75098				31.0	0.8294	23.0	DRAMP02734|len63	mmseq_only
ICPPOCKJ_75210				36.3	1.449	21.0	DRAMP02820|len43	mmseq_only
ICPPOCKJ_75259	11.6	0.0029	clu_158_n7					hmm_only
ICPPOCKJ_75340				41.6	0.408	22.0	DRAMP00726|len66	mmseq_only
ICPPOCKJ_75357	11.6	0.0029	clu_135_n8					hmm_only
ICPPOCKJ_75402				37.9	3.34	21.0	DRAMP03375|len50	mmseq_only
ICPPOCKJ_75434				42.3	0.2197	25.0	DRAMP01477|len46	mmseq_only
ICPPOCKJ_75451				35.5	0.05794	26.0	DRAMP02541|len95	mmseq_only
ICPPOCKJ_75473				66.6	0.4289	22.0	DRAMP01041|len35	mmseq_only
ICPPOCKJ_75554				34.5	0.1405	25.0	DRAMP00656|len68	mmseq_only
ICPPOCKJ_75559				60.0	0.5951	22.0	DRAMP03500|len41	mmseq_only
ICPPOCKJ_75579				35.7	0.775	23.0	DRAMP02431|len88	mmseq_only
ICPPOCKJ_75594				34.6	4.302	20.0	DRAMP02946|len65	mmseq_only
ICPPOCKJ_75598				45.0	2.911	20.0	DRAMP00517|len50	mmseq_only
ICPPOCKJ_75609				47.8	0.1171	24.0	DRAMP03433|len45	mmseq_only
ICPPOCKJ_75691				61.5	3.507	19.0	DRAMP30956|len15	mmseq_only
ICPPOCKJ_75738				56.2	7.895	19.0	DRAMP02479|len51	mmseq_only
ICPPOCKJ_75756				64.2	9.49	18.0	DRAMP02286|len23	mmseq_only
ICPPOCKJ_75761				36.3	2.805	21.0	DRAMP00697|len69	mmseq_only
ICPPOCKJ_75806				40.9	6.463	19.0	DRAMP00709|len59	mmseq_only
ICPPOCKJ_75835				50.0	0.3927	23.0	DRAMP18631|len30	mmseq_only
ICPPOCKJ_75884				44.4	1.415	22.0	DRAMP01243|len71	mmseq_only
ICPPOCKJ_75892				33.3	0.001587	30.0	DRAMP00728|len82	mmseq_only
ICPPOCKJ_75931				42.8	4.448	21.0	DRAMP18379|len35	mmseq_only
ICPPOCKJ_75959				41.9	1.994	22.0	DRAMP01329|len61	mmseq_only
ICPPOCKJ_75990				45.0	7.906	19.0	DRAMP01394|len23	mmseq_only
ICPPOCKJ_76019	9.1	0.021	clu_243_n6					hmm_only
ICPPOCKJ_76073				36.1	6.998	20.0	DRAMP02741|len42	mmseq_only
ICPPOCKJ_76078				41.3	1.568	22.0	DRAMP02820|len43	mmseq_only
ICPPOCKJ_76102				47.6	3.857	20.0	DRAMP31192|len37	mmseq_only
ICPPOCKJ_76138	6.5	0.098	clu_269_n5					hmm_only
ICPPOCKJ_76253				41.6	9.292	20.0	DRAMP01915|len33	mmseq_only
ICPPOCKJ_76289				39.1	7.363	19.0	DRAMP03175|len51	mmseq_only
ICPPOCKJ_76322				40.7	3.148	21.0	DRAMP00687|len65	mmseq_only
ICPPOCKJ_76355				41.6	4.708	21.0	DRAMP03425|len41	mmseq_only
ICPPOCKJ_76376				45.4	0.1786	24.0	DRAMP01470|len37	mmseq_only
ICPPOCKJ_76396				40.0	0.02651	26.0	DRAMP02552|len95	mmseq_only
ICPPOCKJ_76400				40.0	2.652	20.0	DRAMP03646|len29	mmseq_only
ICPPOCKJ_76407				37.5	1.954	21.0	DRAMP00665|len61	mmseq_only
ICPPOCKJ_76414				33.3	6.799	20.0	DRAMP29909|len32	mmseq_only
ICPPOCKJ_76415				45.0	0.6969	23.0	DRAMP04409|len63	mmseq_only
ICPPOCKJ_76438				37.5	3.634	21.0	DRAMP18277|len76	mmseq_only
ICPPOCKJ_76464				40.0	0.7059	22.0	DRAMP00046|len22	mmseq_only
ICPPOCKJ_76484	13.0	0.0011	clu_133_n8					hmm_only
ICPPOCKJ_76549				30.4	5.585	20.0	DRAMP00661|len53	mmseq_only
ICPPOCKJ_76641				47.3	3.3	20.0	DRAMP00159|len33	mmseq_only
ICPPOCKJ_76694				39.2	1.638	21.0	DRAMP00686|len66	mmseq_only
ICPPOCKJ_76710				52.0	0.005187	29.0	DRAMP00733|len68	mmseq_only
ICPPOCKJ_76722				30.5	9.81	19.0	DRAMP02523|len94	mmseq_only
ICPPOCKJ_76757				42.3	1.994	22.0	DRAMP01069|len83	mmseq_only
ICPPOCKJ_76818				35.7	3.119	21.0	DRAMP02537|len90	mmseq_only
ICPPOCKJ_76823				47.3	1.405	21.0	DRAMP33190|len24	mmseq_only
ICPPOCKJ_76841				41.1	0.3104	23.0	DRAMP32868|len19	mmseq_only
ICPPOCKJ_76861				43.4	8.353	20.0	DRAMP00074|len44	mmseq_only
ICPPOCKJ_76901				47.0	5.598	19.0	DRAMP00070|len49	mmseq_only
ICPPOCKJ_76937	9.4	0.012	clu_030_n24					hmm_only
ICPPOCKJ_76975	18.4	3.7e-05	clu_004_n62	44.4	0.04821	25.0	DRAMP01882|len72	both
ICPPOCKJ_77093				50.0	6.352	20.0	DRAMP34870|len27	mmseq_only
ICPPOCKJ_77133				40.0	0.7354	22.0	DRAMP18334|len44	mmseq_only
ICPPOCKJ_77236				39.1	9.484	19.0	DRAMP00458|len47	mmseq_only
ICPPOCKJ_77240				31.8	8.464	19.0	DRAMP03514|len43	mmseq_only
ICPPOCKJ_77272				38.4	0.563	23.0	DRAMP35179|len35	mmseq_only
ICPPOCKJ_77367				53.8	2.519	20.0	DRAMP04229|len22	mmseq_only
ICPPOCKJ_77433				40.0	2.789	20.0	DRAMP30698|len22	mmseq_only
ICPPOCKJ_77467				41.4	0.06691	26.0	DRAMP02894|len88	mmseq_only
ICPPOCKJ_77486				40.0	5.134	20.0	DRAMP01239|len31	mmseq_only
ICPPOCKJ_77508				30.0	4.577	21.0	DRAMP02861|len41	mmseq_only
ICPPOCKJ_77571				31.1	3.34	21.0	DRAMP00196|len90	mmseq_only
ICPPOCKJ_77748				34.4	5.105	21.0	DRAMP00937|len46	mmseq_only
ICPPOCKJ_77902				37.0	2.686	21.0	DRAMP02475|len51	mmseq_only
ICPPOCKJ_77939				33.3	5.672	19.0	DRAMP03131|len35	mmseq_only
ICPPOCKJ_78053				44.4	1.449	21.0	DRAMP01089|len23	mmseq_only
ICPPOCKJ_78063				50.0	0.2967	23.0	DRAMP00109|len36	mmseq_only
ICPPOCKJ_78095				45.0	0.141	24.0	DRAMP01323|len64	mmseq_only
ICPPOCKJ_78119				44.0	4.839	21.0	DRAMP00125|len36	mmseq_only
ICPPOCKJ_78147				36.8	0.1931	25.0	DRAMP02558|len91	mmseq_only
ICPPOCKJ_78162				35.8	0.1137	25.0	DRAMP04586|len60	mmseq_only
ICPPOCKJ_78205				31.9	7.219	20.0	DRAMP02487|len94	mmseq_only
ICPPOCKJ_78252				37.5	6.463	19.0	DRAMP32804|len17	mmseq_only
ICPPOCKJ_78276				41.3	6.526	19.0	DRAMP02951|len80	mmseq_only
ICPPOCKJ_78320				42.4	4.577	21.0	DRAMP02565|len93	mmseq_only
ICPPOCKJ_78379				41.1	6.079	19.0	DRAMP04112|len20	mmseq_only
ICPPOCKJ_78409				45.1	9.292	20.0	DRAMP00025|len38	mmseq_only
ICPPOCKJ_78429				44.4	9.104	19.0	DRAMP02357|len24	mmseq_only
ICPPOCKJ_78528				34.3	2.213	20.0	DRAMP00198|len60	mmseq_only
ICPPOCKJ_78613				40.7	0.9728	23.0	DRAMP03655|len42	mmseq_only
ICPPOCKJ_78746				35.1	0.2465	24.0	DRAMP03451|len79	mmseq_only
ICPPOCKJ_78768				37.5	4.928	20.0	DRAMP02583|len61	mmseq_only
ICPPOCKJ_78787				41.6	0.6444	23.0	DRAMP00572|len64	mmseq_only
ICPPOCKJ_78803				33.3	0.4289	22.0	DRAMP00123|len43	mmseq_only
ICPPOCKJ_78860				33.3	1.103	22.0	DRAMP03327|len88	mmseq_only
ICPPOCKJ_78886				40.9	1.058	22.0	DRAMP00567|len52	mmseq_only
ICPPOCKJ_78932				30.7	3.573	20.0	DRAMP02821|len72	mmseq_only
ICPPOCKJ_78937				34.7	0.4728	22.0	DRAMP02552|len95	mmseq_only
ICPPOCKJ_78940				43.7	0.162	24.0	DRAMP03764|len50	mmseq_only
ICPPOCKJ_78968				36.0	6.621	20.0	DRAMP03638|len74	mmseq_only
ICPPOCKJ_79007				46.6	4.302	20.0	DRAMP00613|len66	mmseq_only
ICPPOCKJ_79026				37.5	0.7485	23.0	DRAMP02743|len41	mmseq_only
ICPPOCKJ_79030				34.6	1.1	22.0	DRAMP02697|len75	mmseq_only
ICPPOCKJ_79041				38.0	9.104	19.0	DRAMP00690|len69	mmseq_only
ICPPOCKJ_79085				34.5	1.619	22.0	DRAMP04451|len80	mmseq_only
ICPPOCKJ_79110				55.5	5.809	19.0	DRAMP00640|len49	mmseq_only
ICPPOCKJ_79123				43.7	4.036	20.0	DRAMP03296|len32	mmseq_only
ICPPOCKJ_79168	15.5	0.00021	clu_026_n25					hmm_only
ICPPOCKJ_79215	13.4	0.0011	clu_065_n15					hmm_only
ICPPOCKJ_79277				36.3	0.554	23.0	DRAMP02978|len37	mmseq_only
ICPPOCKJ_79307				36.6	0.4689	23.0	DRAMP02921|len62	mmseq_only
ICPPOCKJ_79330				44.0	5.364	19.0	DRAMP00111|len42	mmseq_only
ICPPOCKJ_79361				57.1	7.895	19.0	DRAMP02432|len46	mmseq_only
ICPPOCKJ_79417				53.3	2.652	20.0	DRAMP34796|len24	mmseq_only
ICPPOCKJ_79442				42.1	9.104	19.0	DRAMP00638|len60	mmseq_only
ICPPOCKJ_79456				52.0	4.302	20.0	DRAMP04443|len46	mmseq_only
ICPPOCKJ_79490				42.8	6.079	19.0	DRAMP00126|len33	mmseq_only
ICPPOCKJ_79564				62.0	1.112e-05	36.0	DRAMP18659|len32	mmseq_only
ICPPOCKJ_79598				35.4	0.3272	23.0	DRAMP00173|len61	mmseq_only
ICPPOCKJ_79629				36.6	1.415	22.0	DRAMP18334|len44	mmseq_only
ICPPOCKJ_79641				45.4	8.502	18.0	DRAMP21012|len27	mmseq_only
ICPPOCKJ_79717				44.4	9.104	19.0	DRAMP01470|len37	mmseq_only
ICPPOCKJ_79764				44.4	4.942	20.0	DRAMP00360|len25	mmseq_only
ICPPOCKJ_79765				30.7	1.405	21.0	DRAMP18356|len50	mmseq_only
ICPPOCKJ_79811				33.3	0.09435	24.0	DRAMP00524|len55	mmseq_only
ICPPOCKJ_79948				47.8	9.326	19.0	DRAMP01880|len33	mmseq_only
ICPPOCKJ_80034	5.7	0.25	clu_115_n10					hmm_only
ICPPOCKJ_80068				41.1	1.17	21.0	DRAMP00582|len56	mmseq_only
ICPPOCKJ_80095				40.0	0.1195	25.0	DRAMP03400|len64	mmseq_only
ICPPOCKJ_80129				30.0	0.1995	25.0	DRAMP02541|len95	mmseq_only
ICPPOCKJ_80163				46.4	1.994	22.0	DRAMP02431|len88	mmseq_only
